Video ID,Comment ID,comments,Likes
Jkj36B1YuDU,UgyNU0D8ZNPQk1JsbyV4AaABAg,Love  this  song,3
Jkj36B1YuDU,Ugyxj11Tp9DMONDlIv14AaABAg,I  can't  believe  people  cry    to  other  songs  when  this  song  exists          ,2558
Jkj36B1YuDU,Ugy-SIN9Kz-gbYAMuT54AaABAg,THIS  SONG  MAKE  ME  FALL  IN  LOVE  WITH  SOME  2D  CHARACTERS      ,0
Jkj36B1YuDU,Ugy8JD-uUn0xHjSKsoR4AaABAg,This  is  too  much  for  me  I  can't  stand  this  is  so  cruel  Part  of  my  life  has  been  destroyed  and  no  one  can  tell  me  whether  I'm  okay  or  not  to  stay  away  from  love  ,0
Jkj36B1YuDU,UgwD7dlzozFComtFxvl4AaABAg,And  this  is  finally  my  back  pain  took  a  long  time  to  recover  ,0
Jkj36B1YuDU,Ugwb2K-eawQm8M14PLF4AaABAg,Sometimes  you  want  to  leave  it  all  unfinished  and  get  into  the  song        ,0
Jkj36B1YuDU,Ugxmg-MUU6MIBw_4mAR4AaABAg,I  want  someone  on  America  s  got  talent  to  sing  this  and  get  a  golden  buzzer,1927
Jkj36B1YuDU,UgzaIVIgeuxP1VwcYwR4AaABAg,This  song  is  so  sad  and  beautifull  it's  my  favourite  ,0
Jkj36B1YuDU,UgwCsIJpWPom06mQfJN4AaABAg,I  love  someone  but  don  t  know  how  to  tell  them    This  song  represents  my  whole  situation  ,5
Jkj36B1YuDU,UgyKGfNxl6u5MenezGh4AaABAg,Found  it  and  lost  it    now  this  makes  sense,1
Jkj36B1YuDU,UgyJ_Fm9a4PhTn3852p4AaABAg,I  have  days  where  I  feel  emotionless  and  this  song  describes  those  days,0
Jkj36B1YuDU,UgzUBHbvZ39J9OUPyb94AaABAg,pov    this  is  still  your  favorite  song,5
Jkj36B1YuDU,UgxR2nsgD5f3DeW1HNR4AaABAg,This  is  honestly  my  favourite  song,0
Jkj36B1YuDU,UgyNnF6nEujp8MeJpuJ4AaABAg,It  s  not  just  the  fact  that  we  are  all  sad    it  s  the  fact  that  we  all  know  the  feeling  in  the  whole  body  when  you  re  sad  and  that  s  so  fucking  different  ,1645
Jkj36B1YuDU,UgxIHjilp26ApdqX1KZ4AaABAg,This  song  made  me  cry  over  a  relationship  I  was  never  in,3
Jkj36B1YuDU,Ugxg-6OV6gdoIPqCknZ4AaABAg,So  my  boy  best  friend  has  a  crush  on  another  friend  who  is  a  girl  from  his  class  and  he  does  not  know  that  i  secretly  like  him  and  it  breaks  my  heart  whenever  he's  saying  to  me  how  much  fun  he  has  when  he's  hanging  out  with  his  crush        i  wanna  see  him  being  happy  but  i  just  cannot  control  my  emotions      im  happy  that  i  found  a  song  to  express  my  feelings    ,3
Jkj36B1YuDU,UgwlVpCkhBBTTaqbohF4AaABAg,I  can  finally  say  proud                      I  FOUNDED  MY  LOVE    D,7
Jkj36B1YuDU,Ugx7SGVgHRkyBoTdgUR4AaABAg,It's  20th  November      let's  see  how  many  legends  listening  to  this  masterpiece  ,1
Jkj36B1YuDU,UgwV_Xumc1--ToCYcKN4AaABAg,I  think  everyone  who  hears  this  song  needs  a  hug    exactly  like  me      ,2655
Jkj36B1YuDU,UgyFpMqyCmq0bUpGn-d4AaABAg,    It  s  18th  November    let  s  see  how  many  legends  listening  to  this  masterpiece    ,1
Jkj36B1YuDU,UgyLnviCcRwM8bh-3pZ4AaABAg,This  song  is  so  beautiful,0
Jkj36B1YuDU,Ugy2XJGR_9AqoS3LEY14AaABAg,love  this  so  much  ,1
Jkj36B1YuDU,UgyKdj5MzY8oSTkB26Z4AaABAg,You  enjoy  the  music  when  you  re  happy    you  understand  music  when  you  re  sad,1890
Jkj36B1YuDU,Ugz9SV_cKvSDcG0i_IN4AaABAg,BRO  IM  SCREAMING  THE  LYRICS  TO  THIS  IN  THE  MIDDLE  OF  OCTOBER  ,26
Jkj36B1YuDU,UgxGS6KVgz5RgNI2zJB4AaABAg,  The  mirror  is  my  best  friend  because  when  I  cry  it  never  laughs        Jim  Morrison,2510
Jkj36B1YuDU,UgzBDzINx1EwrIc1sSZ4AaABAg,God  Bless        Lord  Jesus  is  coming  back  soon    be  ready    ,1
Jkj36B1YuDU,UgzPfkUXOa9sV3_ip3N4AaABAg,It's  the  14th  November  let's  se  how  many  legendary  people  listen  top  this  Song,7
Jkj36B1YuDU,UgxoP8RfbHbTTG8lL4V4AaABAg,I  can't  believe  i  have  waited  2021  to  listen  this  incredible  song,0
Jkj36B1YuDU,UgxWhK2V8OcLqNap-yt4AaABAg,This  song  reminds  me  of  delena  rain  kiss  ,4
Jkj36B1YuDU,Ugy7hwAGt11uANuNtOV4AaABAg,It's  weird    Parents  don't  understand    friends  say  it's  a  bad  day    school  sees  nothing    but  a  stranger  can  understand  your  pain  and  help  you  like  nobody  else,5482
Jkj36B1YuDU,Ugy51RfLxBYqj1Iqvp54AaABAg,When  you  go  into  the  toxic  relationship  with  a  non  resolved  past    ,0
Jkj36B1YuDU,Ugz8esD4jq4w1cqN11p4AaABAg,I  can  feel  the  beat,1
Jkj36B1YuDU,UgzZ8nAhPHos6tdTBMR4AaABAg,I  remember  those  nights  listening  to  this  song  just  crying  there    T  The  part    I  wanna  cry  but  all  my  tears  have  been  used  up    so  true          And    I  wanna  cry  I  wanna  learn  to  love  ,2
Jkj36B1YuDU,UgyMJLdfLmRj9Kp9Euh4AaABAg,You  said  so  much  with  this  words      love  is  a  healer  ,0
Jkj36B1YuDU,Ugwho9ucUr1tVeH9jXN4AaABAg,This  song  gives  memories  ,1
Jkj36B1YuDU,UgynDO0Raspwad6Yv514AaABAg,I  DID    IT  GUYS    I  FOUND  MY  LOVE  ,0
Jkj36B1YuDU,UgwwEdd7zocASfFlu1t4AaABAg,Listening  to  this  makes  me  miss  rhg  battles  and  hyuns  dojo  duels    I  just  want  to  know  how  umbrellas  story  ends,0
Jkj36B1YuDU,Ugy5pOshvWMqockBthZ4AaABAg,OMG  finally  i  found  that  song      ,0
Jkj36B1YuDU,Ugww4uWdLT2qCORJ9l54AaABAg,This  hits  different  when  you  just  realised  that  your  no  one  s  favourite  person,1817
Jkj36B1YuDU,UgzZWOLWN4pHdiB9Aut4AaABAg,  its  18th  nov'  lets  see  how  many  legend  is  listening  to  this  masterpiece,4
Jkj36B1YuDU,UgyqSv6Od--_VjK7cfR4AaABAg,I  love  the  music  ,1
Jkj36B1YuDU,UgwaSpdbo75IqGNwWrB4AaABAg,It's  the  19th  of  November  2021  and  I'll  listen  to  this  everyday,1
Jkj36B1YuDU,Ugzi3Rs9LlJ2jmDvMyJ4AaABAg,This  song  reminds  me  of  Professor  Snape  and  his  love  for  Lily  Harry  Potter    ,16
Jkj36B1YuDU,Ugyxdi2EeyzWyjoJs_l4AaABAg,  And  I  wanna  cry    I  wanna  learn  to  love        Tom  Odell    Buddy    I  think  I  feel  the  same      ,1958
Jkj36B1YuDU,UgzONcBL-KyGgNa50O54AaABAg,pov  its  almost  2022  and  this  is  still  the  best  song  in  history,0
Jkj36B1YuDU,Ugxe2skMtbJJCPYs_-Z4AaABAg,I  found  my  love    I  was  happy  for  a  while    ruined  everything    back  to  this  song,0
Jkj36B1YuDU,Ugx2DGELOrvYOfR_Irx4AaABAg,Hey    you  are  strong    You  are  amazing    I  found  my  love  and  you  ll  find  the  true  person    Trust  me  or  don  t  trust  I  don  t  need  that  you  ll  just  see    Love  and  peace  ,0
Jkj36B1YuDU,UgwlcL54OawZiHZKLXh4AaABAg,we  finally  found  each  other  and  it's  just  sad  'cause  he's  already  married  to  his  another  love,26
